"time","strata",".pred_survival"
137,"clusterCC=1, clusterFC=1, clusterTC=2",0.0641661076361313
138,"clusterCC=1, clusterFC=1, clusterTC=2",0.0634765779918981
139,"clusterCC=1, clusterFC=1, clusterTC=2",0.0627975446961403
140,"clusterCC=1, clusterFC=1, clusterTC=2",0.0621287969810062
144,"clusterCC=1, clusterFC=1, clusterTC=2",0.0595526289557743
146,"clusterCC=1, clusterFC=1, clusterTC=2",0.0583211536688954
149,"clusterCC=1, clusterFC=1, clusterTC=2",0.056540646108352
152,"clusterCC=1, clusterFC=1, clusterTC=2",0.0548361665275943
158,"clusterCC=1, clusterFC=1, clusterTC=2",0.0516386604794758
159,"clusterCC=1, clusterFC=1, clusterTC=2",0.0511314904045908
165,"clusterCC=1, clusterFC=1, clusterTC=2",0.0482311352854104
167,"clusterCC=1, clusterFC=1, clusterTC=2",0.0473158387917119
1,"clusterCC=1, clusterFC=2, clusterTC=1",0.999085870673593
2,"clusterCC=1, clusterFC=2, clusterTC=1",0.99392342155019
3,"clusterCC=1, clusterFC=2, clusterTC=1",0.980541020288877
4,"clusterCC=1, clusterFC=2, clusterTC=1",0.957726355135423
5,"clusterCC=1, clusterFC=2, clusterTC=1",0.928751256044335
6,"clusterCC=1, clusterFC=2, clusterTC=1",0.897748513060637
7,"clusterCC=1, clusterFC=2, clusterTC=1",0.867589861533116
8,"clusterCC=1, clusterFC=2, clusterTC=1",0.839703139080446
9,"clusterCC=1, clusterFC=2, clusterTC=1",0.814532602217418
10,"clusterCC=1, clusterFC=2, clusterTC=1",0.791996389202879
11,"clusterCC=1, clusterFC=2, clusterTC=1",0.771788492189283
12,"clusterCC=1, clusterFC=2, clusterTC=1",0.753544223707737
13,"clusterCC=1, clusterFC=2, clusterTC=1",0.736914549043849
14,"clusterCC=1, clusterFC=2, clusterTC=1",0.682398894402809
15,"clusterCC=1, clusterFC=2, clusterTC=1",0.612805797552059
16,"clusterCC=1, clusterFC=2, clusterTC=1",0.599419567344517
17,"clusterCC=1, clusterFC=2, clusterTC=1",0.586828699938915
18,"clusterCC=1, clusterFC=2, clusterTC=1",0.574864830378764
19,"clusterCC=1, clusterFC=2, clusterTC=1",0.563439490758288
20,"clusterCC=1, clusterFC=2, clusterTC=1",0.552484260413015
21,"clusterCC=1, clusterFC=2, clusterTC=1",0.541945874718597
22,"clusterCC=1, clusterFC=2, clusterTC=1",0.531782464489725
23,"clusterCC=1, clusterFC=2, clusterTC=1",0.521960710466366
24,"clusterCC=1, clusterFC=2, clusterTC=1",0.512453711737005
25,"clusterCC=1, clusterFC=2, clusterTC=1",0.50323939874074
26,"clusterCC=1, clusterFC=2, clusterTC=1",0.494299355755716
27,"clusterCC=1, clusterFC=2, clusterTC=1",0.48561794848038
28,"clusterCC=1, clusterFC=2, clusterTC=1",0.477181677616988
29,"clusterCC=1, clusterFC=2, clusterTC=1",0.468978699292468
30,"clusterCC=1, clusterFC=2, clusterTC=1",0.460998468418194
31,"clusterCC=1, clusterFC=2, clusterTC=1",0.453231472585968
32,"clusterCC=1, clusterFC=2, clusterTC=1",0.445669032657504
33,"clusterCC=1, clusterFC=2, clusterTC=1",0.43830315253267
34,"clusterCC=1, clusterFC=2, clusterTC=1",0.431126405238306
35,"clusterCC=1, clusterFC=2, clusterTC=1",0.42413184589679
36,"clusterCC=1, clusterFC=2, clusterTC=1",0.417312944637866
37,"clusterCC=1, clusterFC=2, clusterTC=1",0.410663534351645
38,"clusterCC=1, clusterFC=2, clusterTC=1",0.404177769524695
39,"clusterCC=1, clusterFC=2, clusterTC=1",0.397850093386417
40,"clusterCC=1, clusterFC=2, clusterTC=1",0.391675211316128
41,"clusterCC=1, clusterFC=2, clusterTC=1",0.385648068992714
42,"clusterCC=1, clusterFC=2, clusterTC=1",0.379763834159813
43,"clusterCC=1, clusterFC=2, clusterTC=1",0.374017881167899
44,"clusterCC=1, clusterFC=2, clusterTC=1",0.368405777667463
45,"clusterCC=1, clusterFC=2, clusterTC=1",0.362923272985023
46,"clusterCC=1, clusterFC=2, clusterTC=1",0.357566287830359
