"time","strata",".pred_hazard"
49,"clusterCC=1, clusterFC=1, clusterTC=1",0.0184736563342979
50,"clusterCC=1, clusterFC=1, clusterTC=1",0.0182972312134586
51,"clusterCC=1, clusterFC=1, clusterTC=1",0.0181246562742075
52,"clusterCC=1, clusterFC=1, clusterTC=1",0.017955806968567
53,"clusterCC=1, clusterFC=1, clusterTC=1",0.0177905635523614
54,"clusterCC=1, clusterFC=1, clusterTC=1",0.0176288109236649
55,"clusterCC=1, clusterFC=1, clusterTC=1",0.0174704384575896
56,"clusterCC=1, clusterFC=1, clusterTC=1",0.0173153398397263
57,"clusterCC=1, clusterFC=1, clusterTC=1",0.0171634129000463
58,"clusterCC=1, clusterFC=1, clusterTC=1",0.017014559448667
59,"clusterCC=1, clusterFC=1, clusterTC=1",0.0168686851145512
60,"clusterCC=1, clusterFC=1, clusterTC=1",0.016725699187948
61,"clusterCC=1, clusterFC=1, clusterTC=1",0.0165855144671671
62,"clusterCC=1, clusterFC=1, clusterTC=1",0.0164480471101075
63,"clusterCC=1, clusterFC=1, clusterTC=1",0.0163132164908232
64,"clusterCC=1, clusterFC=1, clusterTC=1",0.0161809450613016
65,"clusterCC=1, clusterFC=1, clusterTC=1",0.016051158218538
66,"clusterCC=1, clusterFC=1, clusterTC=1",0.0159237841769272
67,"clusterCC=1, clusterFC=1, clusterTC=1",0.0157987538459359
68,"clusterCC=1, clusterFC=1, clusterTC=1",0.0156760007129774
69,"clusterCC=1, clusterFC=1, clusterTC=1",0.0155554607313828
70,"clusterCC=1, clusterFC=1, clusterTC=1",0.0154370722133345
71,"clusterCC=1, clusterFC=1, clusterTC=1",0.0153207757276134
72,"clusterCC=1, clusterFC=1, clusterTC=1",0.0152065140019994
73,"clusterCC=1, clusterFC=1, clusterTC=1",0.0150942318301544
74,"clusterCC=1, clusterFC=1, clusterTC=1",0.0149838759828158
75,"clusterCC=1, clusterFC=1, clusterTC=1",0.0148753951231245
76,"clusterCC=1, clusterFC=1, clusterTC=1",0.0147687397259126
77,"clusterCC=1, clusterFC=1, clusterTC=1",0.0146638620007759
78,"clusterCC=1, clusterFC=1, clusterTC=1",0.014560715818764
79,"clusterCC=1, clusterFC=1, clusterTC=1",0.0144592566425182
80,"clusterCC=1, clusterFC=1, clusterTC=1",0.0143594414596988
81,"clusterCC=1, clusterFC=1, clusterTC=1",0.0142612287195435
82,"clusterCC=1, clusterFC=1, clusterTC=1",0.0141645782724072
83,"clusterCC=1, clusterFC=1, clusterTC=1",0.0140694513121386
84,"clusterCC=1, clusterFC=1, clusterTC=1",0.0139758103211535
85,"clusterCC=1, clusterFC=1, clusterTC=1",0.013883619018073
86,"clusterCC=1, clusterFC=1, clusterTC=1",0.0137928423077993
87,"clusterCC=1, clusterFC=1, clusterTC=1",0.0137034462339075
88,"clusterCC=1, clusterFC=1, clusterTC=1",0.0136153979332374
89,"clusterCC=1, clusterFC=1, clusterTC=1",0.0135286655925771
90,"clusterCC=1, clusterFC=1, clusterTC=1",0.0134432184073319
91,"clusterCC=1, clusterFC=1, clusterTC=1",0.0133590265420796
92,"clusterCC=1, clusterFC=1, clusterTC=1",0.013276061092919
93,"clusterCC=1, clusterFC=1, clusterTC=1",0.0131942940515198
94,"clusterCC=1, clusterFC=1, clusterTC=1",0.0131136982707914
95,"clusterCC=1, clusterFC=1, clusterTC=1",0.0130342474320872
96,"clusterCC=1, clusterFC=1, clusterTC=1",0.012955916013871
97,"clusterCC=1, clusterFC=1, clusterTC=1",0.01287867926177
98,"clusterCC=1, clusterFC=1, clusterTC=1",0.0128025131599485
99,"clusterCC=1, clusterFC=1, clusterTC=1",0.0127273944037344
100,"clusterCC=1, clusterFC=1, clusterTC=1",0.01265330037344
101,"clusterCC=1, clusterFC=1, clusterTC=1",0.0125802091093159
102,"clusterCC=1, clusterFC=1, clusterTC=1",0.0125080992875837
103,"clusterCC=1, clusterFC=1, clusterTC=1",0.0124369501974962
104,"clusterCC=1, clusterFC=1, clusterTC=1",0.0123667417193731
105,"clusterCC=1, clusterFC=1, clusterTC=1",0.0122974543035673
106,"clusterCC=1, clusterFC=1, clusterTC=1",0.0122290689503156
107,"clusterCC=1, clusterFC=1, clusterTC=1",0.0121615671904328
108,"clusterCC=1, clusterFC=1, clusterTC=1",0.0120949310668082
109,"clusterCC=1, clusterFC=1, clusterTC=1",0.0120291431166666
110,"clusterCC=1, clusterFC=1, clusterTC=1",0.0119641863545587
111,"clusterCC=1, clusterFC=1, clusterTC=1",0.0119000442560454
112,"clusterCC=1, clusterFC=1, clusterTC=1",0.0118367007420451
113,"clusterCC=1, clusterFC=1, clusterTC=1",0.0117741401638114
114,"clusterCC=1, clusterFC=1, clusterTC=1",0.0117123472885142
115,"clusterCC=1, clusterFC=1, clusterTC=1",0.0116513072853953
116,"clusterCC=1, clusterFC=1, clusterTC=1",0.0115910057124716
117,"clusterCC=1, clusterFC=1, clusterTC=1",0.0115314285037634
118,"clusterCC=1, clusterFC=1, clusterTC=1",0.0114725619570208
119,"clusterCC=1, clusterFC=1, clusterTC=1",0.0114143927219292
120,"clusterCC=1, clusterFC=1, clusterTC=1",0.0113569077887698
121,"clusterCC=1, clusterFC=1, clusterTC=1",0.0113000944775161
122,"clusterCC=1, clusterFC=1, clusterTC=1",0.0112439404273476
123,"clusterCC=1, clusterFC=1, clusterTC=1",0.0111884335865606
124,"clusterCC=1, clusterFC=1, clusterTC=1",0.0111335622028608
125,"clusterCC=1, clusterFC=1, clusterTC=1",0.0110793148140195
126,"clusterCC=1, clusterFC=1, clusterTC=1",0.011025680238879
127,"clusterCC=1, clusterFC=1, clusterTC=1",0.0109726475686903
128,"clusterCC=1, clusterFC=1, clusterTC=1",0.0109202061587713
129,"clusterCC=1, clusterFC=1, clusterTC=1",0.0108683456204699
130,"clusterCC=1, clusterFC=1, clusterTC=1",0.0108170558134197
131,"clusterCC=1, clusterFC=1, clusterTC=1",0.010766326838077
132,"clusterCC=1, clusterFC=1, clusterTC=1",0.0107161490285248
133,"clusterCC=1, clusterFC=1, clusterTC=1",0.0106665129455361
134,"clusterCC=1, clusterFC=1, clusterTC=1",0.0106174093698829
135,"clusterCC=1, clusterFC=1, clusterTC=1",0.0105688292958816
136,"clusterCC=1, clusterFC=1, clusterTC=1",0.0105207639251666
137,"clusterCC=1, clusterFC=1, clusterTC=1",0.0104732046606802
138,"clusterCC=1, clusterFC=1, clusterTC=1",0.0104261431008723
139,"clusterCC=1, clusterFC=1, clusterTC=1",0.0103795710341001
140,"clusterCC=1, clusterFC=1, clusterTC=1",0.0103334804332205
141,"clusterCC=1, clusterFC=1, clusterTC=1",0.0102878634503675
142,"clusterCC=1, clusterFC=1, clusterTC=1",0.0102427124119061
143,"clusterCC=1, clusterFC=1, clusterTC=1",0.0101980198135577
144,"clusterCC=1, clusterFC=1, clusterTC=1",0.010153778315689
145,"clusterCC=1, clusterFC=1, clusterTC=1",0.0101099807387574
146,"clusterCC=1, clusterFC=1, clusterTC=1",0.0100666200589096
147,"clusterCC=1, clusterFC=1, clusterTC=1",0.0100236894037233
149,"clusterCC=1, clusterFC=1, clusterTC=1",0.00993909141023469
150,"clusterCC=1, clusterFC=1, clusterTC=1",0.00989741104785744
151,"clusterCC=1, clusterFC=1, clusterTC=1",0.00985613465440956
152,"clusterCC=1, clusterFC=1, clusterTC=1",0.00981525605548212
153,"clusterCC=1, clusterFC=1, clusterTC=1",0.00977476920531287
154,"clusterCC=1, clusterFC=1, clusterTC=1",0.00973466818340366
155,"clusterCC=1, clusterFC=1, clusterTC=1",0.00969494719124489
157,"clusterCC=1, clusterFC=1, clusterTC=1",0.00961662269314712
158,"clusterCC=1, clusterFC=1, clusterTC=1",0.0095780081720716
159,"clusterCC=1, clusterFC=1, clusterTC=1",0.00953975164461031
160,"clusterCC=1, clusterFC=1, clusterTC=1",0.00950184787654029
161,"clusterCC=1, clusterFC=1, clusterTC=1",0.00946429173801067
162,"clusterCC=1, clusterFC=1, clusterTC=1",0.00942707820091451
163,"clusterCC=1, clusterFC=1, clusterTC=1",0.00939020233633999
164,"clusterCC=1, clusterFC=1, clusterTC=1",0.00935365931209885
165,"clusterCC=1, clusterFC=1, clusterTC=1",0.00931744439032868
166,"clusterCC=1, clusterFC=1, clusterTC=1",0.00928155292516696
167,"clusterCC=1, clusterFC=1, clusterTC=1",0.00924598036049408
168,"clusterCC=1, clusterFC=1, clusterTC=1",0.00921072222774316
1,"clusterCC=1, clusterFC=1, clusterTC=2",0.0190272388399264
2,"clusterCC=1, clusterFC=1, clusterTC=2",0.0612733906376954
3,"clusterCC=1, clusterFC=1, clusterTC=2",0.0655100409263889
4,"clusterCC=1, clusterFC=1, clusterTC=2",0.053993810686226
5,"clusterCC=1, clusterFC=1, clusterTC=2",0.0434420218125843
6,"clusterCC=1, clusterFC=1, clusterTC=2",0.0366886638007708
7,"clusterCC=1, clusterFC=1, clusterTC=2",0.032759495435153
8,"clusterCC=1, clusterFC=1, clusterTC=2",0.0304703402589077
9,"clusterCC=1, clusterFC=1, clusterTC=2",0.0290534738233913
10,"clusterCC=1, clusterFC=1, clusterTC=2",0.0280843898897747
11,"clusterCC=1, clusterFC=1, clusterTC=2",0.0273423347013166
12,"clusterCC=1, clusterFC=1, clusterTC=2",0.0267156928147686
13,"clusterCC=1, clusterFC=1, clusterTC=2",0.0261489902538284
14,"clusterCC=1, clusterFC=1, clusterTC=2",0.0256151303424945
15,"clusterCC=1, clusterFC=1, clusterTC=2",0.0251012170990942
16,"clusterCC=1, clusterFC=1, clusterTC=2",0.0246013841620021
17,"clusterCC=1, clusterFC=1, clusterTC=2",0.0241131806958031
18,"clusterCC=1, clusterFC=1, clusterTC=2",0.0236357569518121
19,"clusterCC=1, clusterFC=1, clusterTC=2",0.0231689611594995
20,"clusterCC=1, clusterFC=1, clusterTC=2",0.022712898415507
21,"clusterCC=1, clusterFC=1, clusterTC=2",0.0222677233666371
22,"clusterCC=1, clusterFC=1, clusterTC=2",0.0218342640357434
23,"clusterCC=1, clusterFC=1, clusterTC=2",0.0253785100121974
24,"clusterCC=1, clusterFC=1, clusterTC=2",0.168041671123687
25,"clusterCC=1, clusterFC=1, clusterTC=2",0.0922056310956785
26,"clusterCC=1, clusterFC=1, clusterTC=2",0.0258933682343526
27,"clusterCC=1, clusterFC=1, clusterTC=2",0.0250307291096991
28,"clusterCC=1, clusterFC=1, clusterTC=2",0.0246924806245812
29,"clusterCC=1, clusterFC=1, clusterTC=2",0.0243636684747149
30,"clusterCC=1, clusterFC=1, clusterTC=2",0.0240439282601698
31,"clusterCC=1, clusterFC=1, clusterTC=2",0.0237329994595473
32,"clusterCC=1, clusterFC=1, clusterTC=2",0.0234306122777243
33,"clusterCC=1, clusterFC=1, clusterTC=2",0.0231364923519996
34,"clusterCC=1, clusterFC=1, clusterTC=2",0.0228503644112413
35,"clusterCC=1, clusterFC=1, clusterTC=2",0.0225719550814019
36,"clusterCC=1, clusterFC=1, clusterTC=2",0.0223009950039261
37,"clusterCC=1, clusterFC=1, clusterTC=2",0.0220372204058188
38,"clusterCC=1, clusterFC=1, clusterTC=2",0.0217803742350845
39,"clusterCC=1, clusterFC=1, clusterTC=2",0.0215302069536895
40,"clusterCC=1, clusterFC=1, clusterTC=2",0.0212864770621735
41,"clusterCC=1, clusterFC=1, clusterTC=2",0.0210489514152199
42,"clusterCC=1, clusterFC=1, clusterTC=2",0.0208174053754613
43,"clusterCC=1, clusterFC=1, clusterTC=2",0.0205916228430928
44,"clusterCC=1, clusterFC=1, clusterTC=2",0.0203713961910829
45,"clusterCC=1, clusterFC=1, clusterTC=2",0.020156526129548
46,"clusterCC=1, clusterFC=1, clusterTC=2",0.0199468215178909
47,"clusterCC=1, clusterFC=1, clusterTC=2",0.0197420991393494
48,"clusterCC=1, clusterFC=1, clusterTC=2",0.0195421834494495
49,"clusterCC=1, clusterFC=1, clusterTC=2",0.0193469063073548
50,"clusterCC=1, clusterFC=1, clusterTC=2",0.0191561066971128
51,"clusterCC=1, clusterFC=1, clusterTC=2",0.0189696304442142
52,"clusterCC=1, clusterFC=1, clusterTC=2",0.0187873299316259
53,"clusterCC=1, clusterFC=1, clusterTC=2",0.0186090638184621
54,"clusterCC=1, clusterFC=1, clusterTC=2",0.0184346967636652
55,"clusterCC=1, clusterFC=1, clusterTC=2",0.0182640991564459
56,"clusterCC=1, clusterFC=1, clusterTC=2",0.0180971468547356
57,"clusterCC=1, clusterFC=1, clusterTC=2",0.0179337209325168
58,"clusterCC=1, clusterFC=1, clusterTC=2",0.0177737074365925
59,"clusterCC=1, clusterFC=1, clusterTC=2",0.0176169971531177
60,"clusterCC=1, clusterFC=1, clusterTC=2",0.0174634853840295
61,"clusterCC=1, clusterFC=1, clusterTC=2",0.017313071733373
62,"clusterCC=1, clusterFC=1, clusterTC=2",0.0171656599034116
63,"clusterCC=1, clusterFC=1, clusterTC=2",0.0170211575003264
64,"clusterCC=1, clusterFC=1, clusterTC=2",0.0168794758492542
65,"clusterCC=1, clusterFC=1, clusterTC=2",0.0167405298183668
66,"clusterCC=1, clusterFC=1, clusterTC=2",0.0166042376516687
67,"clusterCC=1, clusterFC=1, clusterTC=2",0.0164705208101684
68,"clusterCC=1, clusterFC=1, clusterTC=2",0.0163393038210703
69,"clusterCC=1, clusterFC=1, clusterTC=2",0.0162105141346307
70,"clusterCC=1, clusterFC=1, clusterTC=2",0.016084081988319
71,"clusterCC=1, clusterFC=1, clusterTC=2",0.015959940277935
72,"clusterCC=1, clusterFC=1, clusterTC=2",0.0158380244353363
73,"clusterCC=1, clusterFC=1, clusterTC=2",0.0157182723124426
74,"clusterCC=1, clusterFC=1, clusterTC=2",0.0156006240711928
75,"clusterCC=1, clusterFC=1, clusterTC=2",0.0154850220791445
76,"clusterCC=1, clusterFC=1, clusterTC=2",0.0153714108104177
77,"clusterCC=1, clusterFC=1, clusterTC=2",0.0152597367516967
78,"clusterCC=1, clusterFC=1, clusterTC=2",0.0151499483130196
79,"clusterCC=1, clusterFC=1, clusterTC=2",0.015041995743096
80,"clusterCC=1, clusterFC=1, clusterTC=2",0.0149358310489067
81,"clusterCC=1, clusterFC=1, clusterTC=2",0.0148314079193538
82,"clusterCC=1, clusterFC=1, clusterTC=2",0.0147286816527387
83,"clusterCC=1, clusterFC=1, clusterTC=2",0.0146276090878603
84,"clusterCC=1, clusterFC=1, clusterTC=2",0.0145281485385352
85,"clusterCC=1, clusterFC=1, clusterTC=2",0.0144302597313536
86,"clusterCC=1, clusterFC=1, clusterTC=2",0.0143339037464942
87,"clusterCC=1, clusterFC=1, clusterTC=2",0.0142390429614323
88,"clusterCC=1, clusterFC=1, clusterTC=2",0.0141456409973834
89,"clusterCC=1, clusterFC=1, clusterTC=2",0.0140536626683351
90,"clusterCC=1, clusterFC=1, clusterTC=2",0.013963073932527
91,"clusterCC=1, clusterFC=1, clusterTC=2",0.0138738418462472
92,"clusterCC=1, clusterFC=1, clusterTC=2",0.0137859345198216
93,"clusterCC=1, clusterFC=1, clusterTC=2",0.013699321075678
94,"clusterCC=1, clusterFC=1, clusterTC=2",0.0136139716083768
95,"clusterCC=1, clusterFC=1, clusterTC=2",0.0135298571465012
96,"clusterCC=1, clusterFC=1, clusterTC=2",0.0134469496163129
97,"clusterCC=1, clusterFC=1, clusterTC=2",0.0133652218070764
98,"clusterCC=1, clusterFC=1, clusterTC=2",0.013284647337969
99,"clusterCC=1, clusterFC=1, clusterTC=2",0.0132052006264912
100,"clusterCC=1, clusterFC=1, clusterTC=2",0.0131268568583018
101,"clusterCC=1, clusterFC=1, clusterTC=2",0.013049591958404
102,"clusterCC=1, clusterFC=1, clusterTC=2",0.0129733825636133
103,"clusterCC=1, clusterFC=1, clusterTC=2",0.0128982059962422
104,"clusterCC=1, clusterFC=1, clusterTC=2",0.0128240402389412
105,"clusterCC=1, clusterFC=1, clusterTC=2",0.012750863910636
106,"clusterCC=1, clusterFC=1, clusterTC=2",0.0126786562435085
107,"clusterCC=1, clusterFC=1, clusterTC=2",0.012607397060968
108,"clusterCC=1, clusterFC=1, clusterTC=2",0.0125370667565646
109,"clusterCC=1, clusterFC=1, clusterTC=2",0.0124676462737988
110,"clusterCC=1, clusterFC=1, clusterTC=2",0.012399117086782
111,"clusterCC=1, clusterFC=1, clusterTC=2",0.0123314611817093
112,"clusterCC=1, clusterFC=1, clusterTC=2",0.0122646610391023
113,"clusterCC=1, clusterFC=1, clusterTC=2",0.0121986996167885
114,"clusterCC=1, clusterFC=1, clusterTC=2",0.0121335603335782
115,"clusterCC=1, clusterFC=1, clusterTC=2",0.0120692270536101
116,"clusterCC=1, clusterFC=1, clusterTC=2",0.01200568407133
117,"clusterCC=1, clusterFC=1, clusterTC=2",0.0119429160970771
118,"clusterCC=1, clusterFC=1, clusterTC=2",0.0118809082432454
119,"clusterCC=1, clusterFC=1, clusterTC=2",0.0118196460109977
120,"clusterCC=1, clusterFC=1, clusterTC=2",0.0117591152775032
121,"clusterCC=1, clusterFC=1, clusterTC=2",0.0116993022836777
122,"clusterCC=1, clusterFC=1, clusterTC=2",0.0116401936224017
123,"clusterCC=1, clusterFC=1, clusterTC=2",0.0115817762271953
124,"clusterCC=1, clusterFC=1, clusterTC=2",0.0115240373613299
125,"clusterCC=1, clusterFC=1, clusterTC=2",0.011466964607357
126,"clusterCC=1, clusterFC=1, clusterTC=2",0.0114105458570347
127,"clusterCC=1, clusterFC=1, clusterTC=2",0.011354769301636
128,"clusterCC=1, clusterFC=1, clusterTC=2",0.0112996234226211
129,"clusterCC=1, clusterFC=1, clusterTC=2",0.0112450969826574
130,"clusterCC=1, clusterFC=1, clusterTC=2",0.0111911790169738
131,"clusterCC=1, clusterFC=1, clusterTC=2",0.0111378588250333
132,"clusterCC=1, clusterFC=1, clusterTC=2",0.0110851259625109
133,"clusterCC=1, clusterFC=1, clusterTC=2",0.0110329702335642
135,"clusterCC=1, clusterFC=1, clusterTC=2",0.0109303505910106
136,"clusterCC=1, clusterFC=1, clusterTC=2",0.0108798674624134
137,"clusterCC=1, clusterFC=1, clusterTC=2",0.0108299230238088
138,"clusterCC=1, clusterFC=1, clusterTC=2",0.0107805082152197
139,"clusterCC=1, clusterFC=1, clusterTC=2",0.0107316141842592
140,"clusterCC=1, clusterFC=1, clusterTC=2",0.0106832322801327
144,"clusterCC=1, clusterFC=1, clusterTC=2",0.0104946596530624
146,"clusterCC=1, clusterFC=1, clusterTC=2",0.0104032350568371
149,"clusterCC=1, clusterFC=1, clusterTC=2",0.0102695061350171
152,"clusterCC=1, clusterFC=1, clusterTC=2",0.0101396978289979
158,"clusterCC=1, clusterFC=1, clusterTC=2",0.00989113749102121
159,"clusterCC=1, clusterFC=1, clusterTC=2",0.00985107282987672
165,"clusterCC=1, clusterFC=1, clusterTC=2",0.00961834613516858
167,"clusterCC=1, clusterFC=1, clusterTC=2",0.00954356424672136
1,"clusterCC=1, clusterFC=2, clusterTC=1",0.0025072329471493
2,"clusterCC=1, clusterFC=2, clusterTC=1",0.00866168996694826
3,"clusterCC=1, clusterFC=2, clusterTC=1",0.0187400068774434
4,"clusterCC=1, clusterFC=2, clusterTC=1",0.0278047641657941
5,"clusterCC=1, clusterFC=2, clusterTC=1",0.0329489078969084
6,"clusterCC=1, clusterFC=2, clusterTC=1",0.034450562356931
7,"clusterCC=1, clusterFC=2, clusterTC=1",0.0336123018574032
8,"clusterCC=1, clusterFC=2, clusterTC=1",0.0316139494770308
9,"clusterCC=1, clusterFC=2, clusterTC=1",0.0292362688866242
10,"clusterCC=1, clusterFC=2, clusterTC=1",0.0269102389467665
11,"clusterCC=1, clusterFC=2, clusterTC=1",0.024833029141325
12,"clusterCC=1, clusterFC=2, clusterTC=1",0.0230667530949917
13,"clusterCC=1, clusterFC=2, clusterTC=1",0.0216865839478992
14,"clusterCC=1, clusterFC=2, clusterTC=1",0.216027804935
15,"clusterCC=1, clusterFC=2, clusterTC=1",0.0234715860803838
16,"clusterCC=1, clusterFC=2, clusterTC=1",0.021589471137931
17,"clusterCC=1, clusterFC=2, clusterTC=1",0.0208949958734564
18,"clusterCC=1, clusterFC=2, clusterTC=1",0.0203227713656904
19,"clusterCC=1, clusterFC=2, clusterTC=1",0.0198449444997874
20,"clusterCC=1, clusterFC=2, clusterTC=1",0.0194396975731752
21,"clusterCC=1, clusterFC=2, clusterTC=1",0.0190901863022008
22,"clusterCC=1, clusterFC=2, clusterTC=1",0.0187835287493083
23,"clusterCC=1, clusterFC=2, clusterTC=1",0.0185099332111242
24,"clusterCC=1, clusterFC=2, clusterTC=1",0.0182619848306638
25,"clusterCC=1, clusterFC=2, clusterTC=1",0.0180340802551044
26,"clusterCC=1, clusterFC=2, clusterTC=1",0.0178219885119078
27,"clusterCC=1, clusterFC=2, clusterTC=1",0.0176225143489631
28,"clusterCC=1, clusterFC=2, clusterTC=1",0.0174332423355222
29,"clusterCC=1, clusterFC=2, clusterTC=1",0.0172523434352321
30,"clusterCC=1, clusterFC=2, clusterTC=1",0.0170784293170148
31,"clusterCC=1, clusterFC=2, clusterTC=1",0.016910442853404
32,"clusterCC=1, clusterFC=2, clusterTC=1",0.0167475759086715
33,"clusterCC=1, clusterFC=2, clusterTC=1",0.0165892076404
34,"clusterCC=1, clusterFC=2, clusterTC=1",0.0164348581922313
35,"clusterCC=1, clusterFC=2, clusterTC=1",0.0162841539244574
36,"clusterCC=1, clusterFC=2, clusterTC=1",0.0161368012922826
37,"clusterCC=1, clusterFC=2, clusterTC=1",0.0159925672075442
38,"clusterCC=1, clusterFC=2, clusterTC=1",0.0158512642644159
39,"clusterCC=1, clusterFC=2, clusterTC=1",0.015712739617241
40,"clusterCC=1, clusterFC=2, clusterTC=1",0.0155768666032296
41,"clusterCC=1, clusterFC=2, clusterTC=1",0.015443538430222
42,"clusterCC=1, clusterFC=2, clusterTC=1",0.0153126634196093
43,"clusterCC=1, clusterFC=2, clusterTC=1",0.0151841614214778
44,"clusterCC=1, clusterFC=2, clusterTC=1",0.0150579611140211
45,"clusterCC=1, clusterFC=2, clusterTC=1",0.0149339979704086
46,"clusterCC=1, clusterFC=2, clusterTC=1",0.0148122127296505
47,"clusterCC=1, clusterFC=2, clusterTC=1",0.0146925502480803
48,"clusterCC=1, clusterFC=2, clusterTC=1",0.0145749586382213
49,"clusterCC=1, clusterFC=2, clusterTC=1",0.0144593886245216
50,"clusterCC=1, clusterFC=2, clusterTC=1",0.0143457930625792
51,"clusterCC=1, clusterFC=2, clusterTC=1",0.0142341265814338
52,"clusterCC=1, clusterFC=2, clusterTC=1",0.0141243453183013
53,"clusterCC=1, clusterFC=2, clusterTC=1",0.0140164067225528
54,"clusterCC=1, clusterFC=2, clusterTC=1",0.0139102694113702
55,"clusterCC=1, clusterFC=2, clusterTC=1",0.0138058930637878
56,"clusterCC=1, clusterFC=2, clusterTC=1",0.0137032383430749
57,"clusterCC=1, clusterFC=2, clusterTC=1",0.013602266839885
58,"clusterCC=1, clusterFC=2, clusterTC=1",0.0135029410304703
59,"clusterCC=1, clusterFC=2, clusterTC=1",0.0134052242456902
60,"clusterCC=1, clusterFC=2, clusterTC=1",0.0133090806476223
61,"clusterCC=1, clusterFC=2, clusterTC=1",0.0132144752114108
62,"clusterCC=1, clusterFC=2, clusterTC=1",0.0131213737106059
63,"clusterCC=1, clusterFC=2, clusterTC=1",0.0130297427047234
64,"clusterCC=1, clusterFC=2, clusterTC=1",0.0129395495281084
65,"clusterCC=1, clusterFC=2, clusterTC=1",0.012850762279452
66,"clusterCC=1, clusterFC=2, clusterTC=1",0.0127633498115136
67,"clusterCC=1, clusterFC=2, clusterTC=1",0.0126772817207482
68,"clusterCC=1, clusterFC=2, clusterTC=1",0.0125925283366489
69,"clusterCC=1, clusterFC=2, clusterTC=1",0.0125090607106932
70,"clusterCC=1, clusterFC=2, clusterTC=1",0.0124268506048435
71,"clusterCC=1, clusterFC=2, clusterTC=1",0.0123458704795879
72,"clusterCC=1, clusterFC=2, clusterTC=1",0.0122660934815415
73,"clusterCC=1, clusterFC=2, clusterTC=1",0.0121874934306415
74,"clusterCC=1, clusterFC=2, clusterTC=1",0.012110044806987
75,"clusterCC=1, clusterFC=2, clusterTC=1",0.0120337227373749
76,"clusterCC=1, clusterFC=2, clusterTC=1",0.0119585029815928
